"State","Name","Code","ColRulerName","GDPpc17","HDI17","IHDI17","Gini","ColRuler","ColRulerCode","IndFrom","IndDate","IndViol","IndType","SecFrom","SecDate","SecViol","Into","IntoDate","COWsys","GWsys","Notes"
970,"Nauru","NRU","Australia",10045.3773713531,NA,NA,NA,900,"AUS",900,196801,0,2,-9,-9,-9,-9,-9,199909,-9,"In German New Guinea 1888-1914; Australia ruled under League & UN mandate"
920,"New Zealand","NZL","United Kingdom",42934.9848182154,0.917,0.846,NA,200,"GBR",200,190709,0,1,-9,-9,-9,-9,-9,192001,190709,"-9"
698,"Oman","OMN","Portugal",15267.4207560329,0.821,NA,NA,235,"PRT",640,174100,1,2,-9,-9,-9,-9,-9,197110,181601,"Close relationship with UK - but apparently not colony- or protectorate-level"
770,"Pakistan","PAK","United Kingdom",1533.57872327897,0.562,0.387,30.7,200,"GBR",200,194708,0,2,-9,-9,-9,-9,-9,194708,194708,"-9"
95,"Panama","PAN","Spain",15087.6816417463,0.789,0.623,50.4,230,"ESP",100,190311,1,3,100,190311,1,-9,-9,190311,190311,"Was part of Colombia until US supported 1903 rebellion"
135,"Peru","PER","Spain",6572.35496828982,0.75,0.606,43.8,230,"ESP",230,182412,1,2,145,183902,1,-9,-9,183901,182412,"Part of Peru-Bolivia Confederation from 1836-9 (not in COW or G&W system) - Terr chg data also codes 1839 secession"
840,"Philippines","PHL","Spain",2988.95152959166,0.699,0.574,40.1,230,"ESP",2,194607,0,2,-9,-9,-9,-9,-9,194607,194607,"US took possession from Spain after Spanish-American War"
986,"Palau","PLW","United States of America",13417.2764508261,0.798,NA,NA,2,"USA",2,199410,0,2,-9,-9,-9,-9,-9,199412,-9,"Includes about 100 small islands on west end of Caroline Islands"
910,"Papua New Guinea","PNG","United Kingdom",2666.99741246218,0.544,NA,41.9,200,"GBR",900,197509,0,2,-9,-9,-9,-9,-9,197509,197509,"Australia took over British Papua 1905 / mandated German New Guinea 1920"
290,"Poland","POL","Germany",13785.7489779728,0.865,0.787,31.8,255,"DEU",255,191811,1,3,-9,-9,-9,-9,-9,191811,191811,"COW system interrupted 9/1939-6/1945 (German/Russian occup)"
731,"North Korea (DPRK)","PRK","Japan",684.600808353601,NA,NA,NA,740,"JPN",730,194809,1,4,-9,-9,-9,-9,-9,194809,194809,"Not coded as leaving unified Korea because 1945 Korea was Jap. protectorate"
235,"Portugal","PRT","Not Colonized",18881.9481537853,0.847,0.732,35.5,-9,"N/C",-9,113907,0,1,-9,-9,-9,-9,-9,181601,181601,"Dependency of Spain 1580-1640"
150,"Paraguay","PRY","Spain",4321.50720520348,0.702,0.522,47.9,230,"ESP",230,181105,1,2,-9,-9,-9,-9,-9,184601,181601,"COW system membership interrupted 6/1870-6/1876 (Arg/Braz occup); was part of Argentina under Spanish rule"
694,"Qatar","QAT","United Kingdom",63505.8813367845,0.856,NA,NA,200,"GBR",200,197109,0,2,-9,-9,-9,-9,-9,197109,197109,"Terr chg also codes as becoming indep in 1915 (but not joining system)"
347,"Kosovo","RKS","Turkey",4116.32602427861,NA,NA,NA,640,"TUR",345,200802,1,3,345,200802,1,-9,-9,200802,200802,"Seceded from Serbia following civil war & NATO intervention"
360,"Romania","ROU","Turkey",10762.7635581256,0.811,0.717,28.3,640,"TUR",640,187807,1,2,-9,-9,-9,-9,-9,187807,187807,"-9"
365,"Russia (USSR)","RUS","Not Colonized",10955.8102584701,0.816,0.738,37.7,-9,"N/C",-9,145701,1,1,-9,-9,-9,-9,-9,181601,181601,"Central republic of USSR (1922-91)"
517,"Rwanda","RWA","Belgium",748.350053174087,0.524,0.367,50.4,211,"BEL",211,196207,1,2,-9,-9,-9,-9,-9,196207,196201,"In German East Africa; Belgium administered with Burundi as Ruanda-Urundi"
670,"Saudi Arabia","SAU","Turkey",20760.9060117661,0.853,NA,NA,640,"TUR",-9,192601,1,1,-9,-9,-9,-9,-9,192705,193209,"Created by Ibn Saud 1927; united Hejaz (freed from Turks 1924-5 ) & Nejd (1906)"
625,"Sudan","SDN","United Kingdom",2967.08343327986,0.502,0.328,35.4,200,"GBR",200,195601,0,2,-9,-9,-9,-9,-9,195601,195601,"Terr chg also codes as becoming indep in 1884 (but not joining system); jointly administered by Egyptian-British condominium (1899-indep)"
433,"Senegal","SEN","France",1332.83236450343,0.505,0.34,40.3,220,"FRA",432,196008,0,2,432,196008,0,-9,-9,196008,196004,"Part of Mali Federation (1959-60) & Senegambia (1982-9)"
830,"Singapore","SGP","United Kingdom",56736.7702565016,0.932,0.816,NA,200,"GBR",820,196508,0,3,820,196508,0,-9,-9,196508,196508,"Briefly merged with Malaysia 1962-5"
940,"Solomon Islands","SLB","United Kingdom",1982.2843200711,0.546,NA,37.1,200,"GBR",200,197807,0,2,-9,-9,-9,-9,-9,197807,197807,"Includes Guadalcanal & many other islands"
451,"Sierra Leone","SLE","United Kingdom",494.835664781072,0.419,0.266,34,200,"GBR",200,196104,0,2,-9,-9,-9,-9,-9,196104,196104,"-9"
92,"El Salvador","SLV","Spain",3889.30877538256,0.674,0.524,40,230,"ESP",89,184004,1,3,89,184004,1,-9,-9,187501,184001,"Seceded from United States/Provinces of Cent.Am. (not in COW system; G&W 7/1/1823-12/31/1839)"
331,"San Marino","SMR","Not Colonized",50587.6299930905,NA,NA,NA,-9,"N/C",-9,30100,0,1,-9,-9,-9,-9,-9,199203,-9,"-9"
520,"Somalia","SOM","Italy",104.139954144258,NA,NA,NA,325,"ITA",325,196007,0,2,-9,-9,-9,-9,-9,196007,196007,"Sources disagree on whether British Somaliland incl in 1950-60 Italian mandate"
345,"Serbia / Yugoslavia","SRB","Turkey",5912.07572032516,0.787,0.667,28.5,640,"TUR",640,187807,1,2,-9,-9,-9,-9,-9,187807,191812,"COW system interrupted 4/1941-10/1944 (Axis occup); G&W incl Montenegro (1868-1915) & Serbia (1878-1915) as separate states"
626,"South Sudan","SSD","United Kingdom",452.77029168266,0.388,0.247,46.3,200,"GBR",625,201107,1,3,625,201107,1,-9,-9,201107,201107,"Seceded from Sudan by referendum after long civil war"
403,"Sao Tome and Principe","STP","Portugal",1921.28108604704,0.589,0.473,30.8,235,"PRT",235,197507,0,2,-9,-9,-9,-9,-9,197507,-9,"-9"
115,"Suriname","SUR","Netherlands",6757.42621394445,0.72,0.557,NA,210,"NLD",210,197511,0,2,-9,-9,-9,-9,-9,197511,197511,"Ceded by British to Dutch in 1667 Treaty of Breda"
317,"Slovakia","SVK","Austria-Hungary",17552.0563243671,0.855,0.797,26.5,300,NA,315,199301,0,4,315,199301,0,-9,-9,199301,199301,"Emerged from breakup of Czechoslovakia (""Velvet Divorce""); terr chg includes 1939 secession from Czechoslovakia under German rule (didn't enter system)"
349,"Slovenia","SVN","Austria-Hungary",23296.4067028435,0.896,0.846,25.4,300,NA,345,199106,1,3,345,199106,1,-9,-9,199201,199204,"-9"
380,"Sweden","SWE","Not Colonized",54043.3401740635,0.933,0.864,29.2,-9,"N/C",-9,152306,1,4,-9,-9,-9,-9,-9,181601,181601,"Broke away from Union of Kalmar (with Denmark/Norway) in 1523"
572,"eSwatini (Swaziland)","SWZ","United Kingdom",3224.40761731421,0.588,0.414,51.5,200,"GBR",200,196809,0,2,-9,-9,-9,-9,-9,196809,196809,"-9"
591,"Seychelles","SYC","United Kingdom",15692.7352346963,0.797,NA,46.8,200,"GBR",200,197606,0,2,-9,-9,-9,-9,-9,197606,-9,"England took from France 1794 - later ruled as dependency from Mauritius"
652,"Syria","SYR","Turkey",831.060401347182,0.536,NA,NA,640,"TUR",220,194604,1,2,651,196109,0,-9,-9,194604,194601,"COW system membership interrupted by 1958-61 merger into UAR (G/W leave Syria in system); French mandate (Levant States"
483,"Chad","TCD","France",719.259029943368,0.404,0.249,43.3,220,"FRA",220,196008,0,2,-9,-9,-9,-9,-9,196008,196008,"Part of French Equatorial Africa 1910-20"
461,"Togo","TGO","France",613.758638687202,0.503,0.344,43.1,220,"FRA",220,196004,0,2,-9,-9,-9,-9,-9,196004,196004,"British Togoland (mandated part of German Togo) joined indep. Ghana"
800,"Thailand","THA","Not Colonized",6595.00197610361,0.755,0.636,37.8,-9,"N/C",-9,176900,1,1,-9,-9,-9,-9,-9,188701,181601,"-9"
702,"Tajikistan","TJK","Russia",800.963060672885,0.65,0.562,34,365,"RUS",365,199112,0,3,-9,-9,-9,-9,-9,199112,199109,"-9"
701,"Turkmenistan","TKM","Russia",6584.69635697942,0.706,0.575,NA,365,"RUS",365,199112,0,3,-9,-9,-9,-9,-9,199112,199110,"-9"
860,"East Timor (Timor-Leste)","TLS","Portugal",2279.25320389937,0.625,0.452,28.7,235,"PRT",850,200205,1,2,-9,-9,-9,-9,-9,200209,200205,"Formerly Portuguese Timor"
955,"Tonga","TON","United Kingdom",3949.82280160173,0.726,NA,37.5,200,"GBR",200,197006,0,2,-9,-9,-9,-9,-9,199909,-9,"British protectorate beginning in 1900"
52,"Trinidad and Tobago","TTO","United Kingdom",16145.2507576714,0.784,NA,NA,200,"GBR",200,196208,0,2,-9,-9,-9,-9,-9,196208,196208,"Part of West Indies Federation 1958-1962"
616,"Tunisia","TUN","Turkey",3474.53839211777,0.735,0.573,35.8,640,"TUR",640,159100,1,2,-9,-9,-9,-9,-9,182501,181601,"Independence interrupted by 1881-1956 French occupation"
640,"Turkey","TUR","Not Colonized",10546.0573758735,0.791,0.669,41.9,-9,"N/C",-9,145305,1,1,-9,-9,-9,-9,-9,181601,181601,"Polity2 treats 1923 Ottoman-Turkey transition to produce a new state (violent partition)"
947,"Tuvalu","TUV","United Kingdom",3923.56119556268,NA,NA,39.1,200,"GBR",200,197810,0,2,-9,-9,-9,-9,-9,200009,-9,"Formerly the Ellice Islands"
713,"Taiwan (ROC)","TWN","Not Colonized",NA,NA,NA,NA,-9,"N/C",710,194912,1,3,710,194912,1,-9,-9,194912,194912,"Both China & Taiwan consider selves sole rulers of ""One China"" (1949-99)"
510,"Tanzania (Tanganyika)","TZA","United Kingdom",919.90451302498,0.538,0.404,37.8,200,"GBR",200,196112,0,2,-9,-9,-9,-9,-9,196112,196112,"Tanganyika during mandate; united w/ Zanzibar to form Tanzania in 1964"
510,"Tanzania (Tanganyika)","TZA","United Kingdom",933.555309737895,0.538,0.404,37.8,200,"GBR",200,196112,0,2,-9,-9,-9,-9,-9,196112,196112,"Tanganyika during mandate; united w/ Zanzibar to form Tanzania in 1964"
500,"Uganda","UGA","United Kingdom",646.217764904309,0.516,0.37,41,200,"GBR",200,196210,0,2,-9,-9,-9,-9,-9,196210,196210,"-9"
369,"Ukraine","UKR","Russia",2536.10774865781,0.751,0.701,25,365,"RUS",365,199112,0,3,-9,-9,-9,-9,-9,199112,199112,"Terr chg also includes 1918 violent secession (but not system entry); acquired by Russia in 17th-18th centuries from Lithuania/Poland"
165,"Uruguay","URY","Spain",17120.1842645208,0.804,0.689,39.7,230,"ESP",140,182808,1,3,140,182808,1,-9,-9,188201,183005,"Colonized by Spain (ruled from Argentina); annexed by Brazil from 1820-7 as Cisplatine province"
2,"United States of America","USA","United Kingdom",60054.9412855313,0.924,0.797,41.5,200,"GBR",200,178309,1,2,-9,-9,-9,-9,-9,181601,181601,"Independence dated as Treaty of Paris (ending American revolution)"
704,"Uzbekistan","UZB","Russia",1556.7591686243,0.71,NA,NA,365,"RUS",365,199112,0,3,-9,-9,-9,-9,-9,199112,199108,"Gradually occupied by Russia over 19th century"
57,"Saint Vincent and Grenadines","VCT","United Kingdom",7098.78064275,0.723,NA,NA,200,"GBR",200,197910,0,2,-9,-9,-9,-9,-9,197910,-9,"Includes northern Grenadine Islands (incl Union and Bequia)"
101,"Venezuela","VEN","Spain",7977.35915414723,0.761,0.636,46.9,230,"ESP",100,183001,0,3,100,183001,0,-9,-9,184101,182901,"Seceded from Gran Colombia (not in COW system; G&W: 8/30/1821-9/22/1830)"
816,"Vietnam","VNM","France",2342.24400621131,0.694,0.574,34.8,220,"FRA",220,195407,1,2,-9,-9,-9,-9,-9,195407,195405,"G&W add earlier indep from 1/1/1816-1/1/1893"
935,"Vanuatu","VUT","United Kingdom",3128.39372978115,0.603,0.499,37.6,200,"GBR",220,198007,0,2,-9,-9,-9,-9,-9,198109,-9,"Britain & France set up joint condominium in 1906"
990,"Samoa (Western Samoa)","WSM","New Zealand",4355.67993699193,0.713,NA,42,920,"NZL",920,196201,0,2,-9,-9,-9,-9,-9,197612,-9,"Samoa divided between US & Germany in 1899"
679,"Yemen","YEM","United Kingdom",989.605353962666,0.452,0.308,36.7,200,"GBR",678,199005,0,1,-9,-9,-9,-9,-9,199005,-9,"G&W merge #680 into #678 instead of creating #679; created by merger of (North) Yemen Arab Rep + (South) Yemen PDR"
678,"Yemen Arab Rep. (Sanaa / North Yemen)","YEM","Turkey",989.605353962666,0.452,0.308,36.7,640,"TUR",640,191810,1,2,-9,-9,-9,679,199005,192609,191810,"Merged into unified Yemen"
560,"South Africa","ZAF","United Kingdom",6151.08679928917,0.699,0.467,63,200,"GBR",200,191005,0,2,-9,-9,-9,-9,-9,192001,191005,"Ceded by Dutch to British in 1814"
551,"Zambia","ZMB","United Kingdom",1513.27622272209,0.588,0.388,57.1,200,"GBR",200,196410,0,2,-9,-9,-9,-9,-9,196410,196410,"Part of Fed. of Rhodesia & Nyasaland"
552,"Zimbabwe (Rhodesia)","ZWE","United Kingdom",1091.16624506712,0.535,0.408,43.2,200,"GBR",200,196511,0,2,-9,-9,-9,-9,-9,196511,196511,"-9"
